_id,user,terrain,date,startTime,endTime,durationHours,totalPrice,sport,terrainName,createdAt,updatedAt,year,month,day,startHour
6956f05aa3cb898769858beb,6956f05aa3cb898769858b92,6956f05aa3cb898769858bbc,2025-10-10,19:00,21:00,2,124,basket,Terrain 37,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,10,19.0
6956f05aa3cb898769858bec,6956f05aa3cb898769858b74,6956f05aa3cb898769858bb9,2025-10-25,13:00,14:00,1,58,tennis,Terrain 34,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,25,13.0
6956f05aa3cb898769858bed,6956f05aa3cb898769858b89,6956f05aa3cb898769858bbc,2025-10-24,14:00,15:00,1,62,basket,Terrain 37,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,24,14.0
6956f05aa3cb898769858bee,6956f05aa3cb898769858b7d,6956f05aa3cb898769858bb2,2026-01-26,15:00,16:00,1,35,basket,Terrain 27,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2026,1,26,15.0
6956f05aa3cb898769858bef,6956f05aa3cb898769858b84,6956f05aa3cb898769858bb1,2026-01-29,9:00,11:00,2,66,basket,Terrain 26,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2026,1,29,9.0
6956f05aa3cb898769858bf0,6956f05aa3cb898769858b7d,6956f05aa3cb898769858bad,2025-10-20,15:00,16:00,1,44,padel,Terrain 22,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,20,15.0
6956f05aa3cb898769858bf1,6956f05aa3cb898769858b84,6956f05aa3cb898769858ba9,2025-11-19,12:00,13:00,1,71,tennis,Terrain 18,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,11,19,12.0
6956f05aa3cb898769858bf2,6956f05aa3cb898769858b77,6956f05aa3cb898769858ba0,2025-11-07,17:00,18:00,1,24,tennis,Terrain 9,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,11,7,17.0
6956f05aa3cb898769858bf3,6956f05aa3cb898769858b72,6956f05aa3cb898769858ba4,2025-11-17,12:00,13:00,1,53,padel,Terrain 13,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,11,17,12.0
6956f05aa3cb898769858bf4,6956f05aa3cb898769858b94,6956f05aa3cb898769858b9c,2025-12-31,12:00,14:00,2,142,tennis,Terrain 5,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,12,31,12.0
6956f05aa3cb898769858bf5,6956f05aa3cb898769858b7c,6956f05aa3cb898769858b9e,2025-10-15,8:00,10:00,2,72,tennis,Terrain 7,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,15,8.0
6956f05aa3cb898769858bf6,6956f05aa3cb898769858b72,6956f05aa3cb898769858bae,2026-01-06,12:00,13:00,1,76,foot,Terrain 23,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2026,1,6,12.0
6956f05aa3cb898769858bf7,6956f05aa3cb898769858b6a,6956f05aa3cb898769858bb8,2025-10-21,10:00,12:00,2,44,basket,Terrain 33,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,21,10.0
6956f05aa3cb898769858bf8,6956f05aa3cb898769858b82,6956f05aa3cb898769858b9a,2026-01-02,20:00,21:00,1,36,basket,Terrain 3,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2026,1,2,20.0
6956f05aa3cb898769858bf9,6956f05aa3cb898769858b87,6956f05aa3cb898769858ba8,2025-11-24,16:00,18:00,2,40,foot,Terrain 17,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,11,24,16.0
6956f05aa3cb898769858bfa,6956f05aa3cb898769858b83,6956f05aa3cb898769858ba0,2026-01-05,8:00,10:00,2,48,tennis,Terrain 9,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2026,1,5,8.0
6956f05aa3cb898769858bfb,6956f05aa3cb898769858b83,6956f05aa3cb898769858ba3,2025-11-08,9:00,11:00,2,140,padel,Terrain 12,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,11,8,9.0
6956f05aa3cb898769858bfc,6956f05aa3cb898769858b85,6956f05aa3cb898769858ba6,2026-01-13,15:00,16:00,1,22,foot,Terrain 15,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2026,1,13,15.0
6956f05aa3cb898769858bfd,6956f05aa3cb898769858b93,6956f05aa3cb898769858ba2,2025-10-09,20:00,22:00,2,82,basket,Terrain 11,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,9,20.0
6956f05aa3cb898769858bfe,6956f05aa3cb898769858b75,6956f05aa3cb898769858ba4,2025-12-26,12:00,13:00,1,53,padel,Terrain 13,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,12,26,12.0
6956f05aa3cb898769858bff,6956f05aa3cb898769858b7f,6956f05aa3cb898769858bbe,2025-12-05,17:00,19:00,2,40,basket,Terrain 39,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,12,5,17.0
6956f05aa3cb898769858c00,6956f05aa3cb898769858b6a,6956f05aa3cb898769858ba0,2025-10-26,18:00,19:00,1,24,tennis,Terrain 9,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,26,18.0
6956f05aa3cb898769858c01,6956f05aa3cb898769858b6d,6956f05aa3cb898769858b9e,2025-10-23,20:00,21:00,1,36,tennis,Terrain 7,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2025,10,23,20.0
6956f05aa3cb898769858c02,6956f05aa3cb898769858b6e,6956f05aa3cb898769858bbe,2026-01-19,19:00,21:00,2,40,basket,Terrain 39,2026-01-01 23:08:26.198,2026-01-01 23:08:26.198,2026,1,19,19.0
6956f05aa3cb898769858c03,6956f05aa3cb898769858b68,6956f05aa3cb898769858bac,2025-11-16,20:00,21:00,1,30,basket,Terrain 21,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,16,20.0
6956f05aa3cb898769858c04,6956f05aa3cb898769858b71,6956f05aa3cb898769858bbc,2025-11-13,14:00,15:00,1,62,basket,Terrain 37,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,13,14.0
6956f05aa3cb898769858c05,6956f05aa3cb898769858b96,6956f05aa3cb898769858b9d,2025-10-23,20:00,22:00,2,112,foot,Terrain 6,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,10,23,20.0
6956f05aa3cb898769858c06,6956f05aa3cb898769858b97,6956f05aa3cb898769858bad,2026-01-10,11:00,13:00,2,88,padel,Terrain 22,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,10,11.0
6956f05aa3cb898769858c07,6956f05aa3cb898769858b97,6956f05aa3cb898769858bb7,2025-11-04,17:00,19:00,2,42,tennis,Terrain 32,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,4,17.0
6956f05aa3cb898769858c08,6956f05aa3cb898769858b81,6956f05aa3cb898769858baf,2026-01-21,17:00,18:00,1,65,tennis,Terrain 24,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,21,17.0
6956f05aa3cb898769858c09,6956f05aa3cb898769858b76,6956f05aa3cb898769858b9f,2026-01-07,9:00,11:00,2,40,padel,Terrain 8,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,7,9.0
6956f05aa3cb898769858c0a,6956f05aa3cb898769858b7a,6956f05aa3cb898769858ba2,2026-01-16,14:00,16:00,2,82,basket,Terrain 11,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,16,14.0
6956f05aa3cb898769858c0b,6956f05aa3cb898769858b95,6956f05aa3cb898769858ba6,2025-10-17,8:00,9:00,1,22,foot,Terrain 15,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,10,17,8.0
6956f05aa3cb898769858c0c,6956f05aa3cb898769858b90,6956f05aa3cb898769858bbb,2025-11-04,8:00,9:00,1,24,tennis,Terrain 36,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,4,8.0
6956f05aa3cb898769858c0d,6956f05aa3cb898769858b83,6956f05aa3cb898769858b9c,2025-12-31,10:00,12:00,2,142,tennis,Terrain 5,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,31,10.0
6956f05aa3cb898769858c0e,6956f05aa3cb898769858b69,6956f05aa3cb898769858b99,2026-01-18,17:00,19:00,2,96,padel,Terrain 2,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,18,17.0
6956f05aa3cb898769858c0f,6956f05aa3cb898769858b75,6956f05aa3cb898769858b9f,2025-12-20,8:00,9:00,1,20,padel,Terrain 8,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,20,8.0
6956f05aa3cb898769858c10,6956f05aa3cb898769858b86,6956f05aa3cb898769858b9e,2025-12-06,20:00,21:00,1,36,tennis,Terrain 7,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,6,20.0
6956f05aa3cb898769858c11,6956f05aa3cb898769858b71,6956f05aa3cb898769858bb5,2025-10-26,18:00,19:00,1,75,basket,Terrain 30,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,10,26,18.0
6956f05aa3cb898769858c12,6956f05aa3cb898769858b86,6956f05aa3cb898769858bab,2025-12-27,17:00,18:00,1,53,padel,Terrain 20,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,27,17.0
6956f05aa3cb898769858c13,6956f05aa3cb898769858b72,6956f05aa3cb898769858b9c,2025-12-31,8:00,10:00,2,142,tennis,Terrain 5,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,31,8.0
6956f05aa3cb898769858c14,6956f05aa3cb898769858b6f,6956f05aa3cb898769858b9c,2025-10-17,11:00,13:00,2,142,tennis,Terrain 5,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,10,17,11.0
6956f05aa3cb898769858c15,6956f05aa3cb898769858b82,6956f05aa3cb898769858bb6,2025-10-05,12:00,13:00,1,70,foot,Terrain 31,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,10,5,12.0
6956f05aa3cb898769858c16,6956f05aa3cb898769858b80,6956f05aa3cb898769858bb5,2025-12-07,12:00,13:00,1,75,basket,Terrain 30,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,7,12.0
6956f05aa3cb898769858c17,6956f05aa3cb898769858b77,6956f05aa3cb898769858b9e,2026-01-22,12:00,14:00,2,72,tennis,Terrain 7,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,22,12.0
6956f05aa3cb898769858c18,6956f05aa3cb898769858b71,6956f05aa3cb898769858bb3,2025-11-27,14:00,16:00,2,88,basket,Terrain 28,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,27,14.0
6956f05aa3cb898769858c19,6956f05aa3cb898769858b81,6956f05aa3cb898769858bb1,2025-12-12,17:00,18:00,1,33,basket,Terrain 26,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,12,17.0
6956f05aa3cb898769858c1a,6956f05aa3cb898769858b85,6956f05aa3cb898769858bae,2026-01-03,15:00,16:00,1,76,foot,Terrain 23,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,3,15.0
6956f05aa3cb898769858c1b,6956f05aa3cb898769858b69,6956f05aa3cb898769858ba6,2025-12-17,8:00,9:00,1,22,foot,Terrain 15,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,17,8.0
6956f05aa3cb898769858c1c,6956f05aa3cb898769858b95,6956f05aa3cb898769858bb0,2026-01-20,13:00,14:00,1,70,padel,Terrain 25,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,20,13.0
6956f05aa3cb898769858c1d,6956f05aa3cb898769858b79,6956f05aa3cb898769858b9b,2025-11-01,18:00,19:00,1,67,tennis,Terrain 4,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,1,18.0
6956f05aa3cb898769858c1e,6956f05aa3cb898769858b8d,6956f05aa3cb898769858baf,2025-12-12,17:00,18:00,1,65,tennis,Terrain 24,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,12,17.0
6956f05aa3cb898769858c1f,6956f05aa3cb898769858b71,6956f05aa3cb898769858bb7,2025-12-24,8:00,9:00,1,21,tennis,Terrain 32,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,24,8.0
6956f05aa3cb898769858c20,6956f05aa3cb898769858b94,6956f05aa3cb898769858bbe,2025-10-07,19:00,21:00,2,40,basket,Terrain 39,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,10,7,19.0
6956f05aa3cb898769858c21,6956f05aa3cb898769858b80,6956f05aa3cb898769858b9a,2026-01-20,20:00,22:00,2,72,basket,Terrain 3,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,20,20.0
6956f05aa3cb898769858c22,6956f05aa3cb898769858b6b,6956f05aa3cb898769858b9b,2025-12-21,13:00,15:00,2,134,tennis,Terrain 4,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,21,13.0
6956f05aa3cb898769858c23,6956f05aa3cb898769858b79,6956f05aa3cb898769858ba4,2025-11-23,18:00,19:00,1,53,padel,Terrain 13,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,23,18.0
6956f05aa3cb898769858c24,6956f05aa3cb898769858b78,6956f05aa3cb898769858b9c,2026-01-21,8:00,10:00,2,142,tennis,Terrain 5,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,21,8.0
6956f05aa3cb898769858c25,6956f05aa3cb898769858b6d,6956f05aa3cb898769858bba,2026-01-26,17:00,19:00,2,56,tennis,Terrain 35,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,26,17.0
6956f05aa3cb898769858c26,6956f05aa3cb898769858b6f,6956f05aa3cb898769858ba4,2025-11-14,16:00,17:00,1,53,padel,Terrain 13,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,14,16.0
6956f05aa3cb898769858c27,6956f05aa3cb898769858b7f,6956f05aa3cb898769858ba9,2025-11-25,18:00,19:00,1,71,tennis,Terrain 18,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,25,18.0
6956f05aa3cb898769858c28,6956f05aa3cb898769858b7f,6956f05aa3cb898769858bae,2025-11-02,11:00,12:00,1,76,foot,Terrain 23,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,2,11.0
6956f05aa3cb898769858c29,6956f05aa3cb898769858b7b,6956f05aa3cb898769858ba7,2025-12-16,19:00,20:00,1,59,foot,Terrain 16,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,16,19.0
6956f05aa3cb898769858c2a,6956f05aa3cb898769858b72,6956f05aa3cb898769858ba3,2025-10-25,16:00,18:00,2,140,padel,Terrain 12,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,10,25,16.0
6956f05aa3cb898769858c2b,6956f05aa3cb898769858b73,6956f05aa3cb898769858bbc,2025-12-21,10:00,12:00,2,124,basket,Terrain 37,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,21,10.0
6956f05aa3cb898769858c2c,6956f05aa3cb898769858b6b,6956f05aa3cb898769858ba4,2025-10-12,9:00,10:00,1,53,padel,Terrain 13,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,10,12,9.0
6956f05aa3cb898769858c2d,6956f05aa3cb898769858b69,6956f05aa3cb898769858b9b,2025-12-23,20:00,22:00,2,134,tennis,Terrain 4,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,23,20.0
6956f05aa3cb898769858c2e,6956f05aa3cb898769858b8b,6956f05aa3cb898769858bb6,2025-11-01,16:00,17:00,1,70,foot,Terrain 31,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,11,1,16.0
6956f05aa3cb898769858c2f,6956f05aa3cb898769858b87,6956f05aa3cb898769858baa,2025-12-29,10:00,12:00,2,128,tennis,Terrain 19,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2025,12,29,10.0
6956f05aa3cb898769858c30,6956f05aa3cb898769858b69,6956f05aa3cb898769858ba7,2026-01-10,16:00,17:00,1,59,foot,Terrain 16,2026-01-01 23:08:26.199,2026-01-01 23:08:26.199,2026,1,10,16.0
6956f05aa3cb898769858c31,6956f05aa3cb898769858b8f,6956f05aa3cb898769858ba1,2026-01-30,12:00,13:00,1,21,padel,Terrain 10,2026-01-01 23:08:26.200,2026-01-01 23:08:26.200,2026,1,30,12.0
6956f05aa3cb898769858c32,6956f05aa3cb898769858b92,6956f05aa3cb898769858bb9,2026-01-09,17:00,19:00,2,116,tennis,Terrain 34,2026-01-01 23:08:26.200,2026-01-01 23:08:26.200,2026,1,9,17.0
6956f05aa3cb898769858c33,6956f05aa3cb898769858b85,6956f05aa3cb898769858ba2,2025-11-03,10:00,11:00,1,41,basket,Terrain 11,2026-01-01 23:08:26.200,2026-01-01 23:08:26.200,2025,11,3,10.0
6956f05aa3cb898769858c34,6956f05aa3cb898769858b72,6956f05aa3cb898769858b9b,2025-11-19,12:00,13:00,1,67,tennis,Terrain 4,2026-01-01 23:08:26.200,2026-01-01 23:08:26.200,2025,11,19,12.0
6956f05aa3cb898769858c35,6956f05aa3cb898769858b92,6956f05aa3cb898769858bb2,2026-01-13,16:00,17:00,1,35,basket,Terrain 27,2026-01-01 23:08:26.200,2026-01-01 23:08:26.200,2026,1,13,16.0
